Tr.,MFG,KV,MVA,Age,Year Test,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TCG,TEMP,WATER,year_num,R1,R2,R3,R4,R5,Duval_Total,IRM_fault,DRM_fault,RRM_fault,DTM_fault,DPM_fault,fault_majority_vote,faults_index
8.0,FUJI,115/22,50,26,2024,6885,40347,1579.0,133.0,35.0,32,20.0,8.0,91.0,4.0,35.0,338.0,60,5,9,0.9142857142857143,2.5,0.625,4.55,0.08791208791208792,60.0,F1,Uncertain,Uncertain,PD,T3,F1,2
9.0,FUJI,115/22,50,26,2024,3773,37435,3211.0,65.0,13.0,70,20.0,25.0,227.0,5.0,84.0,489.0,64,13,9,5.384615384615385,0.8,0.2857142857142857,11.35,0.11013215859030837,115.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
9.0,FUJI,115/22,50,26,2023,4470,39130,2369.0,29.0,2.0,39,20.0,1.0,150.0,2.0,9.0,232.0,53,15,8,19.5,20.0,0.5128205128205128,7.5,0.006666666666666667,60.0,F1,Uncertain,Uncertain,PD,T3,F1,2
9.0,FUJI,115/22,50,26,2022,17401,42983,2617.0,36.0,8.0,19,20.0,2.0,155.0,2.0,64.0,286.0,64,22,7,2.375,10.0,1.0526315789473684,7.75,0.012903225806451613,41.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
9.0,FUJI,115/22,50,26,2020,5486,31968,2781.0,74.0,7.0,51,20.0,35.0,131.0,25.0,50.0,313.0,55,24,5,7.285714285714286,0.5714285714285714,0.39215686274509803,6.55,0.26717557251908397,106.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
9.0,FUJI,115/22,50,26,2021,8075,45706,2116.0,25.0,5.0,26,20.0,15.0,123.0,5.0,80.0,279.0,63,19,6,5.2,1.3333333333333333,0.7692307692307693,6.15,0.12195121951219512,61.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
10.0,MEIDEN,115/22,50,11,2020,15440,41727,1669.0,712.0,7.0,6,20.0,35.0,55.0,25.0,37.0,725.0,57,9,5,0.8571428571428571,0.5714285714285714,3.3333333333333335,2.75,0.6363636363636364,61.0,F1,Uncertain,Uncertain,Uncertain,Uncertain,F1,2
10.0,MEIDEN,115/22,50,11,2021,17097,82417,3739.0,1666.0,10.0,7,20.0,7.0,4.0,2.0,3.0,1699.0,52,39,6,0.7,2.857142857142857,2.857142857142857,0.2,1.75,34.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
10.0,MEIDEN,115/22,50,11,2022,5317,70625,4606.0,1797.0,5.0,16,20.0,7.0,3.0,2.0,2.0,1832.0,47,11,7,3.2,2.857142857142857,1.25,0.15,2.3333333333333335,43.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
10.0,MEIDEN,115/22,50,11,2023,9654,62498,3900.0,1690.0,8.0,11,20.0,7.0,55.0,25.0,37.0,1716.0,53,5,8,1.375,2.857142857142857,1.8181818181818181,2.75,0.12727272727272726,38.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
10.0,MEIDEN,115/22,50,11,2024,17719,70326,5054.0,2139.0,2.0,7,20.0,12.0,8.0,4.0,10.0,2182.0,56,8,9,3.5,1.6666666666666667,2.857142857142857,0.4,1.5,39.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
11.0,MEIDEN,115/22,50,11,2024,13803,57168,4057.0,842.0,7.0,9,20.0,8.0,8.0,25.0,37.0,874.0,54,13,9,1.2857142857142858,2.5,2.2222222222222223,0.4,1.0,37.0,Uncertain,Uncertain,Uncertain,PD,T3,PD,3
11.0,MEIDEN,115/22,50,11,2018,25908,68980,4250.0,872.0,14.0,9,20.0,10.0,10.0,3.0,2.0,920.0,57,6,3,0.6428571428571429,2.0,2.2222222222222223,0.5,1.0,39.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
11.0,MEIDEN,115/22,50,11,2023,9860,66720,3778.0,767.0,4.0,4,20.0,1.0,2.0,25.0,2.0,780.0,48,11,8,1.0,20.0,5.0,0.1,0.5,25.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
11.0,MEIDEN,115/22,50,11,2021,9303,38169,1152.0,319.0,42.0,6,20.0,35.0,55.0,25.0,37.0,367.0,54,18,6,0.14285714285714285,0.5714285714285714,3.3333333333333335,2.75,0.6363636363636364,61.0,F1,Uncertain,Uncertain,Uncertain,Uncertain,F1,2
11.0,MEIDEN,115/22,50,11,2022,5420,30250,3718.0,859.0,40.0,4,20.0,35.0,2.0,25.0,1.0,906.0,50,6,7,0.1,0.5714285714285714,5.0,0.1,17.5,59.0,Uncertain,Uncertain,D2,Uncertain,Uncertain,D2,1
12.0,MEIDENSHA,115/22,50,13,2019,8363,39690,4811.0,846.0,3.0,33,20.0,35.0,10.0,25.0,37.0,892.0,53,11,4,11.0,0.5714285714285714,0.6060606060606061,0.5,3.5,88.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
12.0,MEIDENSHA,115/22,50,13,2020,9645,51990,3002.0,610.0,31.0,14,20.0,35.0,11.0,25.0,8.0,674.0,52,22,5,0.45161290322580644,0.5714285714285714,1.4285714285714286,0.55,3.1818181818181817,69.0,Uncertain,Uncertain,D2,Uncertain,Uncertain,D2,1
